review_id,customer_id,product_id,rating,review_text,review_date
REV-00273,CUST-0087,PROD-0029,5,Fast shipping and amazing product. Highly recommend!,2026-06-28 09:38:32
REV-00274,CUST-0092,PROD-0002,4,"Very satisfied overall, though shipping took an extra day.",2026-08-11 09:38:32
REV-00275,CUST-0041,PROD-0018,2,Item arrived slightly damaged.,2026-07-22 09:38:32
REV-00276,CUST-0061,PROD-0004,4,Solid build quality and performs well.,2026-07-13 09:38:32
REV-00277,CUST-0058,PROD-0023,4,"Good quality product, reasonable price.",2026-07-05 09:38:32
REV-00278,CUST-0093,PROD-0007,4,"Very satisfied overall, though shipping took an extra day.",2026-06-28 09:38:32
REV-00279,CUST-0065,PROD-0008,4,Solid build quality and performs well.,2026-07-12 09:38:32
REV-00280,CUST-0078,PROD-0028,5,Works perfectly out of the box. 5 stars!,2026-07-28 09:38:32
REV-00281,CUST-0017,PROD-0029,3,"Works okay, but could be improved.",2026-07-18 09:38:32
REV-00282,CUST-0054,PROD-0027,5,Works perfectly out of the box. 5 stars!,2026-07-15 09:38:32
REV-00283,CUST-0061,PROD-0026,5,Exceptional quality! Exactly what I was looking for.,2026-08-17 09:38:32
REV-00284,CUST-0027,PROD-0010,4,"Good quality product, reasonable price.",2026-07-30 09:38:32
REV-00285,CUST-0017,PROD-0006,3,"Works okay, but could be improved.",2026-07-31 09:38:32
REV-00286,CUST-0013,PROD-0026,4,"Very satisfied overall, though shipping took an extra day.",2026-07-07 09:38:32
REV-00287,CUST-0031,PROD-0007,4,"Good quality product, reasonable price.",2026-07-14 09:38:32
REV-00288,CUST-0034,PROD-0012,4,"Good quality product, reasonable price.",2026-08-02 09:38:32
REV-00289,CUST-0005,PROD-0026,2,Smaller than expected and feels cheaply made.,2026-06-13 09:38:32
REV-00290,CUST-0080,PROD-0008,2,Disappointed with the quality.,2026-07-31 09:38:32
REV-00291,CUST-0034,PROD-0011,5,Exceptional quality! Exactly what I was looking for.,2026-08-09 09:38:32
REV-00292,CUST-0035,PROD-0029,3,"Works okay, but could be improved.",2026-08-03 09:38:32
REV-00293,CUST-0078,PROD-0022,2,Disappointed with the quality.,2026-07-25 09:38:32
REV-00294,CUST-0059,PROD-0027,5,Exceptional quality! Exactly what I was looking for.,2026-08-16 09:38:32
REV-00295,CUST-0079,PROD-0026,5,Exceptional quality! Exactly what I was looking for.,2026-08-09 09:38:32
REV-00296,CUST-0006,PROD-0017,2,Item arrived slightly damaged.,2026-06-14 09:38:32
REV-00297,CUST-0027,PROD-0030,4,Solid build quality and performs well.,2026-07-06 09:38:32
REV-00298,CUST-0091,PROD-0015,5,Fast shipping and amazing product. Highly recommend!,2026-06-11 09:38:32
REV-00299,CUST-0020,PROD-0021,4,"Good quality product, reasonable price.",2026-06-14 09:38:32
REV-00300,CUST-0026,PROD-0015,5,Exceptional quality! Exactly what I was looking for.,2026-06-30 09:38:32
